Lot No,prdcode,QTY,DATE
C5173,FJCR006,2790,"Aug 8, 2025 12:00 AM"
S5136,FJSL001,1940,"Aug 4, 2025 12:00 AM"
H5048,AOSP002,1957,"Jul 29, 2025 12:00 AM"
B5152,AOBC000,660,"Jul 29, 2025 12:00 AM"
H5050,CCHPB01,1664,"Jul 29, 2025 12:00 AM"
C5174,FJCR003,3011,"Aug 4, 2025 12:00 AM"
C5171,FJFC004,1504,"Aug 4, 2025 12:00 AM"
H5052,VMSP005,1000,"Aug 5, 2025 12:00 AM"
B5154,MLHW003,963,"Aug 4, 2025 12:00 AM"
B5152,AOBC000,640,"Aug 4, 2025 12:00 AM"
B5153,NPBC001,1104,"Aug 4, 2025 12:00 AM"
S5142,FJSL001,1940,"Aug 4, 2025 12:00 AM"
S5137,RMSCN10,5976,"Aug 6, 2025 12:00 AM"
C5171,FJFC004,1450,"Aug 5, 2025 12:00 AM"
B5155,PDIR002,2052,"Aug 5, 2025 12:00 AM"
B5156,PDIR003,1731,"Aug 5, 2025 12:00 AM"
M5093,ADML000,1000,"Aug 5, 2025 12:00 AM"
M5094,ADML000,601,"Aug 5, 2025 12:00 AM"
B5147,BTBO001,600,"Aug 6, 2025 12:00 AM"
M5096,ADML000,1000,"Aug 6, 2025 12:00 AM"
S5138,RMSCN10,2268,"Aug 7, 2025 12:00 AM"
S5141,BRSCN10,4717,"Aug 8, 2025 12:00 AM"
E5027,AOHSR00,755,"Aug 6, 2025 12:00 AM"
S5138,RMSCN10,3968,"Aug 6, 2025 12:00 AM"
M5098,ADML000,578,"Aug 7, 2025 12:00 AM"
M5099/100,ADML000,1157,"Aug 7, 2025 12:00 AM"
M5101,ADML000,577,"Aug 7, 2025 12:00 AM"
H5053,VMRS005,515,"Aug 8, 2025 12:00 AM"
S5145,FJSL001,1926,"Aug 12, 2025 12:00 AM"
S5139,RMSCN10,6000,"Aug 7, 2025 12:00 AM"
S5140,RMSCN10,4137,"Aug 7, 2025 12:00 AM"
C5180,FJBB001,3971,"Aug 12, 2025 12:00 AM"
S5140,RMSCN10,1781,"Aug 8, 2025 12:00 AM"
B5158,HFHW001,1620,"Aug 8, 2025 12:00 AM"
B5159,HFHW002,1080,"Aug 8, 2025 12:00 AM"
S5143,FJSL001,1260,"Aug 8, 2025 12:00 AM"
C5173,FJCR006,2685,"Aug 11, 2025 12:00 AM"
E5032,FJES001,2016,"Aug 20, 2025 12:00 AM"
B5159,HFHW002,1070,"Aug 11, 2025 12:00 AM"
B5161,HFHW003,1271,"Aug 11, 2025 12:00 AM"
C5184,FJFC002,2646,"Aug 14, 2025 12:00 AM"
S5143,FJSL001,680,"Aug 11, 2025 12:00 AM"
S5144,FJSL001,1470,"Aug 11, 2025 12:00 AM"
E5031,FJAP001,1636,"Aug 11, 2025 12:00 AM"
S5153,FJSL006,2050,"Aug 18, 2025 12:00 AM"
B5163,PDIR007,1360,"Aug 12, 2025 12:00 AM"
B5162,FJCL001,2620,"Aug 12, 2025 12:00 AM"
C5180,FJBB001,4229,"Aug 13, 2025 12:00 AM"
C5102,FJEC006,3696,"Aug 13, 2025 12:00 AM"
C5170,FJFC004,72,"Aug 13, 2025 12:00 AM"
,FJFC003,13,"Aug 13, 2025 12:00 AM"
C5192,FJMK006,5324,"Aug 27, 2025 12:00 AM"
S5151,MLDM033,1010,"Aug 13, 2025 12:00 AM"
S5149,RRBM004,1349,"Aug 13, 2025 12:00 AM"
C5181,FJBB001,5867,"Aug 13, 2025 12:00 AM"
B5163,PDIR007,1710,"Aug 13, 2025 12:00 AM"
S5150,MLDM034,210,"Aug 13, 2025 12:00 AM"
S5154,FJSL002,2100,"Aug 19, 2025 12:00 AM"
C5102,FJEC006,672,"Aug 14, 2025 12:00 AM"
C5181,FJBB001,2333,"Aug 14, 2025 12:00 AM"
E5021,FJLO001,455,"Aug 14, 2025 12:00 AM"
C5186,BBHC024,13266,"Aug 18, 2025 12:00 AM"
C5182,FJBB001,3232,"Aug 14, 2025 12:00 AM"
C5184,FJFC002,2430,"Aug 18, 2025 12:00 AM"
C5189,BBHC025,13326,"Aug 18, 2025 12:00 AM"
C5184,FJFC002,408,"Aug 19, 2025 12:00 AM"
H5054,CCAB001,327,"Aug 20, 2025 12:00 AM"
C5185,FJFC002,5916,"Aug 19, 2025 12:00 AM"
C5195,FJCR005,3900,"Aug 21, 2025 12:00 AM"
C5196,FJCR002,4500,"Aug 21, 2025 12:00 AM"
C5196,FJCRT02,3698,"Aug 22, 2025 12:00 AM"
C5190,BBHC023,10500,"Aug 20, 2025 12:00 AM"
S5155,FJSL002,1080,"Aug 19, 2025 12:00 AM"
E5033,AOHSR00,5389,"Aug 19, 2025 12:00 AM"
C5191,BBHC023,9820,"Aug 20, 2025 12:00 AM"
B5166,ILWS007,3000,"Aug 20, 2025 12:00 AM"
S5156,FJSL001,1950,"Aug 22, 2025 12:00 AM"
H5055,CCRS001,1045,"Aug 20, 2025 12:00 AM"
S5155,FJSL002,1161,"Aug 20, 2025 12:00 AM"
H5054,CCAB001,327,"Aug 20, 2025 12:00 AM"
E5032,FJES001,1316,"Aug 21, 2025 12:00 AM"
S5159,FJSL007,3584,"Aug 25, 2025 12:00 AM"
S5153,MLDMB02,817,"Aug 21, 2025 12:00 AM"
S5157,FJSL001,1950,"Aug 22, 2025 12:00 AM"
S5158,FJSL001,1710,"Aug 22, 2025 12:00 AM"
C5197,FJCRT02,2770,"Aug 22, 2025 12:00 AM"
B5199,FJOF001,540,"Aug 29, 2025 12:00 AM"
C5197,FJCRT02,5645,"Aug 25, 2025 12:00 AM"
B5269,BTBC006,990,"Aug 25, 2025 12:00 AM"
B5270,BTBC006,270,"Aug 25, 2025 12:00 AM"
C5197,FJCRT02,3804,"Aug 26, 2025 12:00 AM"
C5200,KBCR005,3730,"Aug 29, 2025 12:00 AM"
S5162,FJSL001,1950,"Sep 1, 2025 12:00 AM"
M5104,ADMLM00,10314,"Aug 27, 2025 12:00 AM"
S5160,DBMT001,96,"Aug 27, 2025 12:00 AM"
B5201,AOBC000,480,"Aug 27, 2025 12:00 AM"
M5103,AOBL000,409,"Aug 27, 2025 12:00 AM"
B5167,ILWS004,3000,"Aug 28, 2025 12:00 AM"
E5031,FJLO001,819,"Aug 28, 2025 12:00 AM"
C5102,FJEC006,4800,"Aug 28, 2025 12:00 AM"
B5173,BTBC010,990,"Aug 28, 2025 12:00 AM"
B5174,BTBC010,991,"Aug 28, 2025 12:00 AM"
E5031,FJLO001,2328,"Aug 29, 2025 12:00 AM"
C5188,FJEC006,481,"Aug 29, 2025 12:00 AM"
B5204,KBOW002,503,"Sep 1, 2025 12:00 AM"
S5166,FJSL002,1200,"Sep 2, 2025 12:00 AM"
C5203,FJFC002,5292,"Sep 3, 2025 12:00 AM"
B5202,BTBC004,1000,"Aug 29, 2025 12:00 AM"
B5203,BTBC004,661,"Aug 29, 2025 12:00 AM"
H5057,CCHPB01,576,"Aug 29, 2025 12:00 AM"
E5031,FJLO001,819,"Sep 1, 2025 12:00 AM"
C5202,FJFC004,3149,"Sep 1, 2025 12:00 AM"
C5205,FJPGM02,2646,"Sep 5, 2025 12:00 AM"
C5201,FJFC003,2159,"Sep 2, 2025 12:00 AM"
H5056,CCHPB01,363,"Sep 1, 2025 12:00 AM"
H5057,CCHPB01,940,"Sep 1, 2025 12:00 AM"
B5207,NPBC004,1314,"Sep 1, 2025 12:00 AM"
S5163,FJSL001,1200,"Sep 1, 2025 12:00 AM"
S5161,MLDMB01,474,"Sep 1, 2025 12:00 AM"
H5060,AOSP003,916,"Sep 2, 2025 12:00 AM"
S5163,FJSL001,750,"Sep 2, 2025 12:00 AM"
S5164,FJSL001,1950,"Sep 2, 2025 12:00 AM"
1200,FJSL002,1200,"Sep 2, 2025 12:00 AM"
S5160,DBMT001,3000,"Sep 2, 2025 12:00 AM"
C5206,FJCR002,5760,"Sep 3, 2025 12:00 AM"
S5165,FJSL001,1950,"Sep 2, 2025 12:00 AM"
S5158,FJSL001,453,"Sep 2, 2025 12:00 AM"
H5058,VMSP006,480,"Sep 2, 2025 12:00 AM"
C5182/3,FJBB001,2160,"Sep 10, 2025 12:00 AM"
B5205,AOBC000,1310,"Sep 3, 2025 12:00 AM"
H5059,AOSP000,1325,"Sep 3, 2025 12:00 AM"
S5166,FJSL002,979,"Sep 3, 2025 12:00 AM"
B5199,FJOF001,1531,"Sep 3, 2025 12:00 AM"
B5203,BTBC004,305,"Sep 3, 2025 12:00 AM"
C5203,FJFC002,2646,"Sep 4, 2025 12:00 AM"
S5178,MLPF008,566,"Sep 19, 2025 12:00 AM"
S5179,MLPF009,568,"Sep 19, 2025 12:00 AM"
S5176,MLPF007,565,"Sep 19, 2025 12:00 AM"
S5175,MLPF006,525,"Sep 19, 2025 12:00 AM"
YA001,FJMK5T1,480,"Sep 4, 2025 12:00 AM"
C5182,FJBB001,265,"Sep 4, 2025 12:00 AM"
C5206,FJCR002,2240,"Sep 4, 2025 12:00 AM"
C5207,FJCR002,6140,"Sep 4, 2025 12:00 AM"
B5208,BTBC007,1010,"Sep 4, 2025 12:00 AM"
B5209,BTBC007,320,"Sep 4, 2025 12:00 AM"
C5204,FJFC002,3244,"Sep 5, 2025 12:00 AM"
H5061,AJSP002,636,"Sep 5, 2025 12:00 AM"
B5212,PDIR005,1400,"Sep 5, 2025 12:00 AM"
M5105,AOBL000,670,"Sep 5, 2025 12:00 AM"
M5106,AOBL000,670,"Sep 5, 2025 12:00 AM"
B5210,BTBC006,345,"Sep 5, 2025 12:00 AM"
B5209,BTBC007,143,"Sep 5, 2025 12:00 AM"
H5061,AJSP002,362,"Sep 8, 2025 12:00 AM"
H5062,AJSP002,999,"Sep 8, 2025 12:00 AM"
C5208,FJEC001,3816,"Sep 17, 2025 12:00 AM"
B5171,BTBC005,966,"Aug 26, 2025 12:00 AM"
B5270,BTBC006,678,"Aug 26, 2025 12:00 AM"
S5159,FJSL007,1835,"Aug 26, 2025 12:00 AM"
B5211,MLHW002,975,"Sep 8, 2025 12:00 AM"
S5173,FJSL002,1710,"Sep 11, 2025 12:00 AM"
B5214,AJBC002,1320,"Sep 8, 2025 12:00 AM"
B5216,AJBC002,312,"Sep 8, 2025 12:00 AM"
S5169,RRBM002,2740,"Sep 8, 2025 12:00 AM"
C5209,FJSM001,297,"Sep 11, 2025 12:00 AM"
C5205,FJPGM02,3186,"Sep 9, 2025 12:00 AM"
S5169,RRBM002,1708,"Sep 9, 2025 12:00 AM"
S5168,RRBM001,4442,"Sep 9, 2025 12:00 AM"
B5215,AJBC002,1377,"Sep 9, 2025 12:00 AM"
H5063,AOSPM00,302,"Sep 9, 2025 12:00 AM"
H5063,AOSP000,288,"Sep 9, 2025 12:00 AM"
C5205,FJPGM02,654,"Sep 10, 2025 12:00 AM"
S5149,RRBM004,1500,"Sep 10, 2025 12:00 AM"
S5171,RRBM004,4674,"Sep 10, 2025 12:00 AM"
B5217,SBMPR07,1968,"Sep 10, 2025 12:00 AM"
B5218,SBMPR05,964,"Sep 10, 2025 12:00 AM"
C5182,FJBB001,2431,"Sep 11, 2025 12:00 AM"
S5152,FJXX3T1,120,"Sep 11, 2025 12:00 AM"
C5213,WMPK001,432,"Sep 19, 2025 12:00 AM"
H5065,CCAO001,2162,"Sep 11, 2025 12:00 AM"
S5170,FJSL004,1983,"Sep 11, 2025 12:00 AM"
S5172,FJSL004,1984,"Sep 11, 2025 12:00 AM"
H5064,CCATR01,2058,"Sep 11, 2025 12:00 AM"
S5173,FJSL002,340,"Sep 12, 2025 12:00 AM"
C5209,FJSM001,1881,"Sep 12, 2025 12:00 AM"
E5035,PDHS005,305,"Sep 12, 2025 12:00 AM"
,FJBB001,4032,"Sep 12, 2025 12:00 AM"
E5034,PDHS003,313,"Sep 12, 2025 12:00 AM"
S5184,RMSCN10,2304,"Sep 18, 2025 12:00 AM"
,FJBB001,2117,"Sep 15, 2025 12:00 AM"
,FJFC003,196,"Sep 15, 2025 12:00 AM"
,FJMK5T1,528,"Sep 15, 2025 12:00 AM"
,FJFC004,18,"Sep 15, 2025 12:00 AM"
,FJFC005,9,"Sep 15, 2025 12:00 AM"
,FJXX3T1,84,"Sep 15, 2025 12:00 AM"
B5119,AOBC004,589,"Sep 15, 2025 12:00 AM"
M5086,AOBL004,680,"Sep 15, 2025 12:00 AM"
M5087,AOBL004,680,"Sep 15, 2025 12:00 AM"
H5060,AOSP003,105,"Sep 15, 2025 12:00 AM"
B5208,BTBC007,112,"Sep 15, 2025 12:00 AM"
B5119,AOBC004,96,"Sep 12, 2025 12:00 AM"
H5066,AOSP000,1352,"Sep 12, 2025 12:00 AM"
S5174,FJSL002,2050,"Sep 12, 2025 12:00 AM"
S5167,FJSL002,2060,"Sep 12, 2025 12:00 AM"
S5182,RRBM013,1020,"Sep 16, 2025 12:00 AM"
S5180,RRBM006,1000,"Sep 16, 2025 12:00 AM"
S5181,RRBM011,2079,"Sep 16, 2025 12:00 AM"
B5209,BTBC007,489,"Sep 16, 2025 12:00 AM"
B5209,BTBC006,488,"Sep 16, 2025 12:00 AM"
B5209,BTBC006,155,"Sep 17, 2025 12:00 AM"
H5067,AORS000,695,"Sep 17, 2025 12:00 AM"
H5068,AORS000,696,"Sep 17, 2025 12:00 AM"
M5107,AOBL000,701,"Sep 17, 2025 12:00 AM"
M5108,AOBL000,701,"Sep 17, 2025 12:00 AM"
M5110,AOBL002,540,"Sep 17, 2025 12:00 AM"
S5184,RMSCN10,3898,"Sep 19, 2025 12:00 AM"
S5187,PDHM001,462,"Sep 19, 2025 12:00 AM"
C5214,MLPG005,2907,"Sep 30, 2025 12:00 AM"
E5036,FJLM001,1144,"Oct 1, 2025 12:00 AM"
B5220,NPBC009,1306,"Sep 19, 2025 12:00 AM"
B5223,BTBC005,630,"Sep 19, 2025 12:00 AM"
S5185,RMSCN10,1358,"Sep 19, 2025 12:00 AM"
C5213,WMPK001,2075,"Sep 22, 2025 12:00 AM"
S5185,RMSCN10,4920,"Sep 22, 2025 12:00 AM"
E5037,FJLM002,2574,"Oct 2, 2025 12:00 AM"
S5189,BRSCN10,2520,"Sep 26, 2025 12:00 AM"
S5186,RMSCN10,5846,"Sep 23, 2025 12:00 AM"
H5069,AORS004,676,"Sep 22, 2025 12:00 AM"
M5111,AOBL000,702,"Sep 22, 2025 12:00 AM"
M5112,AOBL000,702,"Sep 22, 2025 12:00 AM"
H5070,VMRS005,519,"Sep 24, 2025 12:00 AM"
E5038,PTLM001,7150,"Sep 25, 2025 12:00 AM"
B5221,BTBC006,911,"Sep 23, 2025 12:00 AM"
B5222,BTBC006,911,"Sep 23, 2025 12:00 AM"
B5223,BTBC005,376,"Sep 23, 2025 12:00 AM"
B5224,BTBC005,1006,"Sep 23, 2025 12:00 AM"
S5188,RMSCN10,154,"Sep 23, 2025 12:00 AM"
S5188,RMSCN10,6142,"Sep 24, 2025 12:00 AM"
S5190,RMSCN10,196,"Sep 24, 2025 12:00 AM"
S5186,RMSCN10,202,"Sep 22, 2025 12:00 AM"
B5233,AOBC004,560,"Sep 24, 2025 12:00 AM"
B5234,AOBC004,420,"Sep 24, 2025 12:00 AM"
C5209,FJSM001,4950,"Sep 29, 2025 12:00 AM"
B5231,ILWS004,1440,"Sep 25, 2025 12:00 AM"
B5234,AOBC004,893,"Sep 25, 2025 12:00 AM"
B5235,PDIR011,1022,"Sep 25, 2025 12:00 AM"
C5215,PTFC001,2171,"Sep 30, 2025 12:00 AM"
,ILWS007,3000,"Sep 26, 2025 12:00 AM"
,PDIR006,984,"Sep 26, 2025 12:00 AM"
B5238,SBMPR07,1970,"Sep 26, 2025 12:00 AM"
,PDIR012,1050,"Sep 26, 2025 12:00 AM"
B5239,SBMPR07,522,"Sep 26, 2025 12:00 AM"
S5189,BRSCN10,2361,"Sep 29, 2025 12:00 AM"
C5209,FJSM001,2725,"Sep 30, 2025 12:00 AM"
B5240,SBMPR02,978,"Sep 29, 2025 12:00 AM"
B5241,SBMPR05,978,"Sep 29, 2025 12:00 AM"
B5226,BTBC007,448,"Sep 29, 2025 12:00 AM"
B5242,AOWS000,254,"Sep 30, 2025 12:00 AM"
E5012,FJLO001,546,"Sep 30, 2025 12:00 AM"
B5229,BTBC010,993,"Sep 30, 2025 12:00 AM"
B5230,BTBC010,993,"Sep 30, 2025 12:00 AM"
B5199,FJOF001,291,"Sep 30, 2025 12:00 AM"
S5191,FJSL006,1934,"Oct 2, 2025 12:00 AM"
B5228,BTBC009,1014,"Sep 30, 2025 12:00 AM"
E5012,FJLO001,819,"Oct 1, 2025 12:00 AM"
C5219,KBCR004,1940,"Oct 14, 2025 12:00 AM"
C5220,FJMK005,3955,"Oct 14, 2025 12:00 AM"
B5244,SBMPR03,578,"Oct 1, 2025 12:00 AM"
B5245,BTBO002,2211,"Oct 1, 2025 12:00 AM"
B5246,MLHW003,1539,"Oct 1, 2025 12:00 AM"
S4223,FJCO002,141,"Oct 1, 2025 12:00 AM"
E5036,FJLM001,1430,"Oct 2, 2025 12:00 AM"
B5247,NPBC002,1329,"Oct 2, 2025 12:00 AM"
B5248,NPBC006,1305,"Oct 2, 2025 12:00 AM"
,FJLM001,2155,"Oct 10, 2025 12:00 AM"
E5037,FJLM002,3970,"Oct 13, 2025 12:00 AM"
B5254,KBOW005,493,"Oct 16, 2025 12:00 AM"
H5071,VMSP005,920,"Oct 21, 2025 12:00 AM"
S5152/C5173/C5188,FJXX3T1,108,"Oct 13, 2025 12:00 AM"
C5221,FJCR002,5040,"Oct 15, 2025 12:00 AM"
B5252,FJCL001,4946,"Oct 10, 2025 12:00 AM"
B5249,BTBC004,1020,"Oct 13, 2025 12:00 AM"
B5253,BTBC004,100,"Oct 13, 2025 12:00 AM"
M5113,ADML000,1010,"Oct 13, 2025 12:00 AM"
M5114,ADML000,190,"Oct 13, 2025 12:00 AM"
S5192,FJSL001,510,"Oct 17, 2025 12:00 AM"
M5114,ADML000,820,"Oct 14, 2025 12:00 AM"
M5115,ADML000,1010,"Oct 14, 2025 12:00 AM"
M5116,ADML000,1010,"Oct 14, 2025 12:00 AM"
B5255,NPBC008,1296,"Oct 14, 2025 12:00 AM"
B5256,MLHW001,956,"Oct 14, 2025 12:00 AM"
B5253,BTBC004,533,"Oct 14, 2025 12:00 AM"
M5117,ADML000,1066,"Oct 15, 2025 12:00 AM"
H5072,PDSP005,494,"Oct 15, 2025 12:00 AM"
S5195,MLDM033,1066,"Oct 15, 2025 12:00 AM"
C5151,FJCR004,2425,"Oct 20, 2025 12:00 AM"
S5196,MLDM032,1413,"Oct 16, 2025 12:00 AM"
H5072,CCHPB01,1071,"Oct 16, 2025 12:00 AM"
C5221,FJCR002,2800,"Oct 16, 2025 12:00 AM"
H5074,VMSP009,957,"Oct 21, 2025 12:00 AM"
M5118,KSCS000,2160,"Oct 21, 2025 12:00 AM"
S5194,FJSL001,1950,"Oct 17, 2025 12:00 AM"
S5194,FJSL001,1815,"Oct 17, 2025 12:00 AM"
B5260,MLHW004,420,"Oct 17, 2025 12:00 AM"
B5261,PDIR005,2039,"Oct 17, 2025 12:00 AM"
C5222,FJBF001,910,"Oct 17, 2025 12:00 AM"
C5224,FJCR003,1250,"Oct 21, 2025 12:00 AM"
H5076,CCCC001,457,"Oct 27, 2025 12:00 AM"
C5225,FJCR006,1437,"Oct 24, 2025 12:00 AM"
S5225/M5145,KSMXN2T,1042,"Dec 9, 2025 12:00 AM"
S5225/M5145,KSMXM2T,500,"Dec 9, 2025 12:00 AM"
S5197,MLDM036,518,"Oct 20, 2025 12:00 AM"
C5222,FJBF001,1661,"Oct 20, 2025 12:00 AM"
B5260,MLHW004,1257,"Oct 20, 2025 12:00 AM"
M5118,KSCL000,2229,"Oct 21, 2025 12:00 AM"
S5199,RRBM001,408,"Oct 21, 2025 12:00 AM"
C5224,FJCR003,3195,"Oct 22, 2025 12:00 AM"
C5224,FJCRM03,2700,"Oct 22, 2025 12:00 AM"
B5262,PDBC002,2218,"Oct 22, 2025 12:00 AM"
H5075,PDRS004,360,"Oct 22, 2025 12:00 AM"
B5263,NPBC005,864,"Oct 22, 2025 12:00 AM"
S5198,KSCS000,640,"Oct 22, 2025 12:00 AM"
B5264,SBMPR02,1961,"Oct 23, 2025 12:00 AM"
B5265,SBMPR03,956,"Oct 23, 2025 12:00 AM"
H5075,PDRS004,147,"Oct 23, 2025 12:00 AM"
B5263,NPBC005,457,"Oct 23, 2025 12:00 AM"
C5224,FJCR003,116,"Oct 23, 2025 12:00 AM"
B5269,ILWS002,3000,"Oct 24, 2025 12:00 AM"
B5272,ILWS008,3000,"Oct 24, 2025 12:00 AM"
E5039,FJAP001,1076,"Oct 24, 2025 12:00 AM"
B5266,SBMPR05,465,"Oct 24, 2025 12:00 AM"
B5268,NPBC001,1316,"Oct 24, 2025 12:00 AM"
C5226,FJCRM08,7723,"Oct 24, 2025 12:00 AM"
E5041,AOHE001,1076,"Oct 24, 2025 12:00 AM"
B5271,KBOW004,508,"Oct 27, 2025 12:00 AM"
H5078,AORS000,372,"Oct 27, 2025 12:00 AM"
E5040,AOHSR00,2196,"Oct 27, 2025 12:00 AM"
B5257,BTBC005,995,"Oct 27, 2025 12:00 AM"
B5258,BTBC005,995,"Oct 27, 2025 12:00 AM"
B5273,BTBC005,995,"Oct 27, 2025 12:00 AM"
B5259,BTBC007,125,"Oct 27, 2025 12:00 AM"
H5077,AOSPM00,523,"Oct 28, 2025 12:00 AM"
B5270,SBMPR07,1440,"Oct 28, 2025 12:00 AM"
H5077,AOSP000,1145,"Oct 28, 2025 12:00 AM"
H5080,AOSP000,776,"Oct 28, 2025 12:00 AM"
H5078,AORS000,323,"Oct 28, 2025 12:00 AM"
H5079,AORS000,695,"Oct 28, 2025 12:00 AM"
S5200,RRBM010,360,"Oct 28, 2025 12:00 AM"
B5270,SBMPR07,532,"Oct 29, 2025 12:00 AM"
H5080,AOSP000,497,"Oct 29, 2025 12:00 AM"
B5274,AOBC000,1314,"Oct 29, 2025 12:00 AM"
S5200,RRBM010,1699,"Oct 29, 2025 12:00 AM"
S5199,RRBM001,1620,"Oct 30, 2025 12:00 AM"
M5119,AOBL000,686,"Oct 30, 2025 12:00 AM"
S5201,RRBM012,2078,"Oct 30, 2025 12:00 AM"
H5054,CCAB001,1604,"Oct 30, 2025 12:00 AM"
S5205,RRBM002,2074,"Oct 31, 2025 12:00 AM"
C5231,FJEC006,2688,"Oct 31, 2025 12:00 AM"
S5206,RRBM004,2073,"Oct 31, 2025 12:00 AM"
B5278,AOBC004,994,"Oct 31, 2025 12:00 AM"
M5120,AOBL004,480,"Oct 31, 2025 12:00 AM"
M5122,AOBL003,746,"Oct 31, 2025 12:00 AM"
C5231,FJEC006,2063,"Nov 3, 2025 12:00 AM"
H5084,AORS004,540,"Nov 3, 2025 12:00 AM"
H5083,PDSP006,163,"Nov 3, 2025 12:00 AM"
M5120,AOBL004,685,"Nov 3, 2025 12:00 AM"
M5121,AOBL004,686,"Nov 3, 2025 12:00 AM"
B5278,AOBC004,1322,"Nov 3, 2025 12:00 AM"
E5043,TOAP001,527,"Nov 12, 2025 12:00 AM"
E5044,TOAP002,1093,"Nov 10, 2025 12:00 AM"
E5042,TOAP003,513,"Nov 10, 2025 12:00 AM"
C5201,FJFC003,1001,"Nov 4, 2025 12:00 AM"
B5281,RLBC002,1963,"Nov 4, 2025 12:00 AM"
M5123,RLBL001,1010,"Nov 4, 2025 12:00 AM"
M5124,RLBL001,1010,"Nov 4, 2025 12:00 AM"
S5207,RRBM013,1012,"Nov 4, 2025 12:00 AM"
H5085,PDSP006,379,"Nov 4, 2025 12:00 AM"
H5085,PDSPM06,511,"Nov 4, 2025 12:00 AM"
B5280,RLBC001,1488,"Nov 4, 2025 12:00 AM"
S5203,RRBM010,2049,"Nov 5, 2025 12:00 AM"
M5126,RLBL002,1006,"Nov 5, 2025 12:00 AM"
H5083,AOSP004,1104,"Nov 5, 2025 12:00 AM"
B5259,BTBC007,630,"Oct 24, 2025 12:00 AM"
M5131,ADML000,1010,"Nov 10, 2025 12:00 AM"
M5132,ADML000,1010,"Nov 10, 2025 12:00 AM"
E5045,PDHS002,394,"Nov 12, 2025 12:00 AM"
E5046,PDHS003,401,"Nov 12, 2025 12:00 AM"
E5047,PDHS005,403,"Nov 12, 2025 12:00 AM"
C5239,WMPK001,1680,"Nov 19, 2025 12:00 AM"
M5133,ADML000,1010,"Nov 11, 2025 12:00 AM"
B5283,BTBC004,1073,"Nov 11, 2025 12:00 AM"
B5284,BTBC004,1072,"Nov 11, 2025 12:00 AM"
B5287,PDBC001,2606,"Nov 11, 2025 12:00 AM"
B5285,BTBC007,1012,"Nov 11, 2025 12:00 AM"
B5286,BTBC007,878,"Nov 11, 2025 12:00 AM"
B5286,BTBC007,134,"Nov 12, 2025 12:00 AM"
B5259,BTBC007,214,"Nov 12, 2025 12:00 AM"
H5087,PDRS003,528,"Nov 12, 2025 12:00 AM"
H5084,AORS004,210,"Nov 12, 2025 12:00 AM"
M5134,ADML000,1010,"Nov 12, 2025 12:00 AM"
M5136,ADML000,1010,"Nov 12, 2025 12:00 AM"
C5240,FJBB002,1450,"Nov 17, 2025 12:00 AM"
E5048,FJES001,1680,"Nov 20, 2025 12:00 AM"
M5137,ADML000,1010,"Nov 13, 2025 12:00 AM"
M5138,ADML000,1010,"Nov 13, 2025 12:00 AM"
M5139,ADML000,920,"Nov 13, 2025 12:00 AM"
S5208,MLDM036,1016,"Nov 13, 2025 12:00 AM"
S5197,MLDM036,500,"Nov 13, 2025 12:00 AM"
B5291,AJBC002,1320,"Nov 13, 2025 12:00 AM"
B5292,AJBC002,1320,"Nov 17, 2025 12:00 AM"
B5293,AJBC002,346,"Nov 17, 2025 12:00 AM"
B5117,PDBC004,50,"Nov 17, 2025 12:00 AM"
B5294,PDBC004,999,"Nov 17, 2025 12:00 AM"
S5209,MLDM034,1004,"Nov 17, 2025 12:00 AM"
S5211,MLDM035,1007,"Nov 17, 2025 12:00 AM"
S5210,MLDM032,1008,"Nov 17, 2025 12:00 AM"
S5212,PDHM001,461,"Nov 18, 2025 12:00 AM"
S5213,PDHM003,458,"Nov 18, 2025 12:00 AM"
C5242,FJMK003,910,"Nov 20, 2025 12:00 AM"
H5095,VMRS005,499,"Dec 8, 2025 12:00 AM"
C5179,FJCB002,140,"Nov 18, 2025 12:00 AM"
B5295,PDIR004,2043,"Nov 18, 2025 12:00 AM"
C5141,PDBL001,540,"Nov 25, 2025 12:00 AM"
B5288,BTBC006,935,"Nov 18, 2025 12:00 AM"
H5088,AJSP002,480,"Nov 18, 2025 12:00 AM"
C5179,FJCB002,40,"Nov 19, 2025 12:00 AM"
C5245,FJCB002,849,"Nov 20, 2025 12:00 AM"
B5290,BTBC009,985,"Nov 19, 2025 12:00 AM"
B5296,PDIR007,1782,"Nov 19, 2025 12:00 AM"
B5289,BTBC008,348,"Nov 19, 2025 12:00 AM"
H5088,AJSP002,1320,"Nov 19, 2025 12:00 AM"
H5089,AJSP002,615,"Nov 19, 2025 12:00 AM"
M5140,ADMLM00,979,"Nov 19, 2025 12:00 AM"
C5239,WMPK001,5208,"Nov 20, 2025 12:00 AM"
H5092,AOSP000,384,"Nov 19, 2025 12:00 AM"
H5092,AOSP000,923,"Nov 20, 2025 12:00 AM"
H5093,AOSP000,1307,"Nov 20, 2025 12:00 AM"
H5077,AOSP000,34,"Nov 20, 2025 12:00 AM"
C5239,WMPK001,446,"Nov 21, 2025 12:00 AM"
C5244,FJCB002,853,"Nov 21, 2025 12:00 AM"
,KBOW003,498,"Nov 21, 2025 12:00 AM"
E5048,FJES001,1538,"Nov 21, 2025 12:00 AM"
S5216,RMSCN10,2300,"Nov 27, 2025 12:00 AM"
